TITULO;;CPB_ROE;;PAIS_OBRA;;QTD_DIAS_EXIBICAO;;QTD_PUBLICO;;NOTA;;VOTOS;;QTD_DIRETOR_M;;QTD_DIRETOR_F;;DIRETOR_GENERO;;QTD_ROTERISTA_MQTD_ROTERISTA_FROTERISTA_GENERO
A MELHOR ESCOLHA;;E1700554100000;;ESTADOS UNIDOS;;28;;16226;;6,9;;28401;;1;;0;;M;;20M
A MENINA ÍNDIGO;;B1700428000000;;BRASIL;;34;;13456;;5,1;;192;;1;;0;;M;;10M
A MENINA QUE ROUBAVA LIVROS;;E1500738800000;;ESTADOS UNIDOS;;120;;1406953;;7,5;;142092;;1;;0;;M;;20M
A MENSAGEIRA;;E2000489400000;;OUTROS;;14;;7619;;4,8;;11595;;1;;0;;M;;50M
A MESMA PARTE DE UM HOMEM;;B2000523200000;;BRASIL;;49;;683;;6,6;;70;;0;;1;;F;;02F
A MOÇA DO CALENDÁRIO;;B1700605000000;;BRASIL;;62;;2716;;5,5;;58;;0;;1;;F;;02F
A MORTE DE LUÍS XIV;;E1600735200000;;OUTROS;;62;;5170;;6,8;;2580;;1;;0;;M;;20M
A MORTE DE STALIN;;E1800211000000;;OUTROS;;65;;13193;;7,3;;113075;;0;;1;;F;;42M
A MORTE DO DEMÔNIO: A ASCENSÃO;;E2300040700000;;ESTADOS UNIDOS;;48;;1094681;;6,5;;135427;;1;;0;;M;;10M
A MORTE HABITA À NOITE;;B2000096300000;;BRASIL;;33;;900;;7;;49;;2;;0;;M;;10M
A MORTE TE DÁ PARABÉNS;;E1700346500000;;ESTADOS UNIDOS;;74;;1005538;;6,6;;162085;;0;;1;;F;;10M
A MULA;;E1800605900000;;ESTADOS UNIDOS;;71;;177962;;7;;151949;;1;;0;;M;;20M
A MULHER DA LUZ PRÓPRIA;;B1900320300000;;BRASIL;;4;;13;;6,9;;19;;0;;1;;F;;01F
A MULHER DO MEU MARIDO;;B1800089700000;;OUTROS;;35;;3018;;5,2;;116;;1;;0;;M;;10M
A MULHER QUE SE FOI;;E1700136000000;;OUTROS;;39;;798;;7,2;;1625;;1;;0;;M;;11M
A MULHER REI;;E2200226300000;;ESTADOS UNIDOS;;99;;1223076;;6,9;;72671;;0;;1;;F;;02F
A MÚMIA;;E1500758800000;;ESTADOS UNIDOS;;72;;3023991;;5,4;;205727;;0;;1;;F;;33M
A MÚSICA DO TEMPO - DO SONHO DO IMPÉRIO AO IMPÉRIO DO SONHO;;B1800423800000;;BRASIL;;14;;317;;0;;0;;1;;0;;M;;00M
A NAÇÃO QUE NÃO ESPEROU POR DEUS;;B1500105700000;;BRASIL;;42;;1344;;6,9;;20;;1;;1;;M;;01F
A NOITE AMARELA;;B1900249100000;;BRASIL;;36;;1824;;5,5;;176;;1;;0;;M;;20M
A NOITE DA VIRADA;;B1402723400000;;BRASIL;;84;;348451;;4,8;;258;;1;;0;;M;;21M
A NOITE DAS BRUXAS;;E2300335700000;;ESTADOS UNIDOS;;63;;291224;;6,5;;110022;;1;;0;;M;;11M
A NOITE DO TRIUNFO;;E2200118300000;;OUTROS;;62;;5968;;7;;2897;;1;;0;;M;;40M
A NOIVA;;E1700469200000;;OUTROS;;45;;315820;;4,6;;2978;;1;;0;;M;;10M
A NOIVA DO DESERTO;;E1700601800000;;OUTROS;;53;;6145;;6,5;;713;;0;;2;;F;;03F
A NONA VIDA DE LOUIS DRAX;;E1600489800000;;OUTROS;;31;;9364;;6,3;;15176;;1;;0;;M;;11M
A NOSSA ESPERA;;E1800555600000;;OUTROS;;61;;10020;;6,7;;1608;;1;;0;;M;;11M
A NOVIÇA REBELDE;;E1500702000000;;ESTADOS UNIDOS;;7;;3951;;8,1;;260010;;1;;0;;M;;23F
A NUVEM ROSA;;B2100113900000;;BRASIL;;14;;389;;6;;933;;1;;0;;M;;10M
A ODISSEIA DOS TONTOS;;E1900471400000;;OUTROS;;121;;127491;;7,2;;12667;;1;;0;;M;;20M
A OESTE DO FIM DO MUNDO;;B1301910400000;;BRASIL;;46;;4780;;6,9;;267;;1;;0;;M;;10M
A ONDA DA VIDA;;B1402070900000;;BRASIL;;25;;4711;;4,5;;21;;2;;0;;M;;10M
A OUTRA HISTÓRIA AMERICANA;;E1500814400000;;ESTADOS UNIDOS;;3;;28;;8,5;;1183539;;0;;1;;F;;10M
A OUTRA MULHER;;E1800332000000;;OUTROS;;95;;43625;;5,4;;1896;;1;;0;;M;;01F
A OUTRA MULHER;;E1800332000000;;OUTROS;;2;;9;;5,4;;1896;;1;;0;;M;;01F
A PARTE DO MUNDO QUE ME PERTENCE;;B1800091200000;;BRASIL;;41;;571;;6,2;;22;;1;;0;;M;;20M
A PÉ ELE NÃO VAI LONGE;;E1800486100000;;ESTADOS UNIDOS;;15;;21441;;6,8;;30511;;1;;0;;M;;40M
A PEDRA DA SERPENTE;;B1800440300000;;BRASIL;;16;;507;;6;;49;;1;;0;;M;;10M
A PELADA;;B1302034700000;;BRASIL;;34;;7521;;5,3;;67;;1;;0;;M;;10M
A PELE QUE HABITO;;E1500616400000;;OUTROS;;7;;74;;7,6;;165386;;1;;0;;M;;21M
A PEQUENA MORTE;;E1500901000000;;OUTROS;;50;;2555;;7;;27736;;1;;0;;M;;10M
A PEQUENA SEREIA;;E2300125900000;;ESTADOS UNIDOS;;113;;4211078;;4,5;;105;;1;;0;;M;;11M
A PEQUENA SEREIA;;E2300125900000;;ESTADOS UNIDOS;;113;;4211078;;7,2;;154898;;1;;0;;M;;40M
A PINTURA DE GERHARD RICHTER;;E1600290700000;;OUTROS;;40;;688;;7,2;;769;;0;;1;;F;;01F
A PORTA AO LADO;;B2200325000000;;BRASIL;;35;;1017;;6,1;;69;;0;;1;;F;;11M
A POSSESSÃO DE MARY;;E1900534600000;;ESTADOS UNIDOS;;45;;52061;;4,5;;5078;;1;;0;;M;;10M
A PRAGA;;B2200491200000;;BRASIL;;37;;1505;;6,7;;85;;16;;0;;M;;1616M
A PRIMEIRA MORTE DE JOANA;;B2100282100000;;BRASIL;;65;;3922;;6,7;;137;;0;;1;;F;;12F
A PRIMEIRA NOITE DE CRIME;;E1800342600000;;ESTADOS UNIDOS;;40;;150746;;5,2;;70719;;1;;0;;M;;10M
A PRINCESA DA YAKUZA;;B2100271200000;;BRASIL;;6;;108;;4,7;;2088;;1;;0;;M;;62M
À PROCURA;;E1402379500000;;OUTROS;;21;;4923;;5,9;;35725;;1;;0;;M;;20M
À PROCURA;;E1402379500000;;OUTROS;;21;;4923;;0;;0;;1;;0;;M;;10M
À PROCURA DO AMOR;;E1500733600000;;ESTADOS UNIDOS;;98;;3200;;7;;66231;;0;;1;;F;;01F
A PROFECIA DO MAL;;E2200460700000;;OUTROS;;31;;55540;;4,5;;3344;;1;;0;;M;;10M
A PROFESSORA DE VIOLINO;;E2200054900000;;OUTROS;;30;;538;;6,4;;1329;;0;;1;;F;;02F
A PROMESSA;;E1700165300000;;OUTROS;;30;;26223;;0;;0;;1;;0;;M;;20M
A PROMESSA;;E1700165300000;;OUTROS;;30;;26223;;6,1;;178479;;1;;0;;M;;11M
A PROMESSA;;E1700165300000;;OUTROS;;30;;26223;;6,8;;14;;1;;0;;M;;10M
A QUALQUER CUSTO;;E1600689600000;;ESTADOS UNIDOS;;110;;52711;;7,6;;251794;;1;;0;;M;;10M
A QUARTA PAREDE;;B1900164100000;;BRASIL;;13;;1455;;7,6;;16;;1;;0;;M;;10M
A QUEM INTERESSA A IGNORÂNCIA?;;B1900597000000;;BRASIL;;7;;45;;0;;0;;2;;0;;M;;30M
A RECOMPENSA;;E1600113700000;;OUTROS;;41;;25034;;6,1;;27615;;0;;1;;F;;01F
A RELIGIOSA;;E1402380400000;;OUTROS;;54;;396;;6,5;;1987;;1;;0;;M;;30M
A REPARTIÇÃO DO TEMPO;;B1600543700000;;BRASIL;;32;;2515;;6;;139;;1;;0;;M;;20M
A ROSA AZUL DE NOVALIS;;B1900042100000;;BRASIL;;22;;978;;5,5;;380;;2;;0;;M;;20M
A ROTA SELVAGEM;;E1800455800000;;ESTADOS UNIDOS;;9;;3715;;7,1;;13913;;0;;1;;F;;11M
A SAGA CREPÚSCULO: ECLIPSE;;E1500804900000;;ESTADOS UNIDOS;;7;;19071;;5,1;;260217;;1;;0;;M;;02F
A SAGA CREPÚSCULO: LUA NOVA;;E1500273400000;;ESTADOS UNIDOS;;7;;36377;;4,8;;299434;;1;;0;;M;;02F
A SAÍDA;;E1402303500000;;ESTADOS UNIDOS;;4;;34466;;4,5;;256;;1;;0;;M;;10M
A SEGUNDA ESPOSA;;E1500918500000;;OUTROS;;104;;10086;;6,7;;839;;0;;1;;F;;11M
A SEREIA: LAGO DOS MORTOS;;E1800603000000;;OUTROS;;42;;235011;;4,5;;1819;;2;;0;;M;;21M
A SÉRIE DIVERGENTE: CONVERGENTE;;E1600009700000;;ESTADOS UNIDOS;;59;;2016947;;5,7;;133653;;0;;1;;F;;31M
A SERVA;;E2400037000000;;OUTROS;;1;;19;;7,3;;19;;1;;0;;M;;10M
A SINDICALISTA;;E2300201000000;;OUTROS;;56;;5674;;6,6;;1428;;1;;0;;M;;21M
A SOCIEDADE DA NEVE;;E2300467800000;;OUTROS;;28;;1634;;7,8;;126514;;1;;0;;M;;41M
A SOGRA PERFEITA;;B2000484000000;;BRASIL;;27;;66466;;6;;145;;0;;1;;F;;23F
A SOMBRA DO PAI;;B1700307900000;;BRASIL;;45;;2921;;6,3;;197;;0;;1;;F;;01F
A SUPERFÍCIE DA SOMBRA;;B1700248900000;;BRASIL;;14;;1178;;6,3;;17;;1;;0;;M;;20M
A SUSPEITA;;B2100432000000;;BRASIL;;28;;7518;;6;;93;;1;;0;;M;;22M
A TABACARIA;;E1900346400000;;OUTROS;;92;;59146;;6,4;;1990;;0;;1;;F;;12F
A TEORIA DE TUDO;;E1402505800000;;OUTROS;;98;;763660;;7,7;;480956;;1;;0;;M;;20M
A TERRA E A SOMBRA;;E1500809900000;;OUTROS;;57;;3233;;7,1;;1880;;1;;0;;M;;10M
A TERRA NEGRA DOS KAWA;;B1900050700000;;BRASIL;;12;;682;;5,6;;5;;1;;0;;M;;10M
A TRAMA;;E1700525300000;;OUTROS;;43;;4349;;6,5;;2271;;1;;0;;M;;20M
A TRAVESSIA;;E1500485500000;;ESTADOS UNIDOS;;54;;140106;;7,3;;135224;;1;;0;;M;;30M
A TRAVESSIA;;E1500485500000;;ESTADOS UNIDOS;;54;;140106;;6;;145;;1;;0;;M;;10M
A TRÊS VAMOS LÁ;;E1600187800000;;OUTROS;;2;;5;;6,3;;1218;;1;;0;;M;;11M
A TRÊS VAMOS LÁ;;E1600187800000;;OUTROS;;35;;2134;;6,3;;1218;;1;;0;;M;;11M
A TURMA DO PERERÊ.DOC;;B1800547100000;;BRASIL;;8;;473;;8;;9;;1;;0;;M;;01F
A ÚLTIMA ABOLIÇÃO;;B1800473500000;;BRASIL;;49;;3791;;6,9;;27;;0;;1;;F;;13F
A ÚLTIMA FESTA;;B2200343300000;;OUTROS;;10;;1624;;5,6;;28;;1;;0;;M;;10M
A ÚLTIMA NOITE;;E2100492500000;;OUTROS;;24;;932;;5,7;;19839;;0;;1;;F;;01F
A ÚLTIMA PREMONIÇÃO;;E1600350300000;;ESTADOS UNIDOS;;42;;74108;;5,3;;11189;;0;;1;;F;;10M
A ÚLTIMA PREMONIÇÃO;;E1600350300000;;ESTADOS UNIDOS;;42;;74108;;0;;0;;1;;0;;M;;10M
A ÚLTIMA RESSACA DO ANO;;E1700029900000;;ESTADOS UNIDOS;;42;;861620;;5,9;;88094;;1;;1;;M;;42M
A VERDADE DA MENTIRA;;B2000202000000;;BRASIL;;2;;6;;7,1;;29;;0;;2;;F;;20M
A VERDADEIRA HISTORIA DE NED KELLY;;E2000071500000;;OUTROS;;18;;1404;;6;;13117;;1;;0;;M;;20M
A VIAGEM DE FANNY;;E1700279800000;;OUTROS;;108;;14039;;7;;1618;;0;;1;;F;;12F
A VIAGEM DE MEU PAI;;E1600362100000;;OUTROS;;75;;19073;;6,5;;769;;1;;0;;M;;12F
A VIAGEM DE MEU PAI;;E1600362100000;;OUTROS;;7;;51;;6,5;;769;;1;;0;;M;;12F
A VIAGEM DE PEDRO;;B2100263400000;;OUTROS;;45;;11852;;6,6;;252;;1;;0;;M;;40M
A VIAGEM DE YOANI;;B1500265900000;;BRASIL;;33;;979;;6,9;;34;;2;;0;;M;;10M
A VIDA APÓS A VIDA;;E1700021700000;;OUTROS;;36;;1891;;6,3;;161;;0;;1;;F;;01F
A VIDA DE DIANE;;E1900046000000;;ESTADOS UNIDOS;;12;;73;;6,7;;1660;;1;;0;;M;;10M
A VIDA DE UMA MULHER;;E1700279300000;;OUTROS;;94;;14209;;6,4;;1302;;1;;0;;M;;21M
A VIDA EM SI;;E1800434400000;;ESTADOS UNIDOS;;76;;85548;;6,9;;24546;;1;;0;;M;;10M
A VIDA EXTRA-ORDINÁRIA DE TARSO DE CASTRO;;B1800115300000;;BRASIL;;49;;1413;;8,2;;32;;1;;1;;M;;00M
A VIDA SECRETA DE WALTER MITTY;;E1600134100000;;ESTADOS UNIDOS;;51;;344376;;7,3;;340110;;1;;0;;M;;20M
A VIGILANTE DO AMANHÃ - GHOST IN THE SHELL;;E1700105600000;;ESTADOS UNIDOS;;59;;727923;;6,3;;227397;;1;;0;;M;;22M
A VINGANÇA ESTÁ NA MODA;;E1500742800000;;OUTROS;;88;;33013;;7;;65190;;0;;1;;F;;03F
A VISITA;;E1500485700000;;ESTADOS UNIDOS;;62;;209556;;6,3;;150849;;0;;1;;F;;01F
A VISITA;;E1500485700000;;ESTADOS UNIDOS;;62;;209556;;6;;7;;0;;1;;F;;11M
A VISITA;;E1500485700000;;ESTADOS UNIDOS;;62;;209556;;5,9;;752;;1;;0;;M;;10M
A VOZ ADORMECIDA;;E1500490200000;;OUTROS;;23;;325;;7,2;;2600;;1;;0;;M;;22M
A VOZ DO SILÊNCIO;;B1800262800000;;OUTROS;;53;;3195;;6,8;;90;;0;;1;;F;;11M
ABAIXANDO A MÁQUINA 2 - NO LIMITE DA LINHA;;B1600275900000;;BRASIL;;3;;390;;0;;0;;1;;0;;M;;00M
ABAIXO A GRAVIDADE;;B1700222300000;;BRASIL;;25;;851;;6,5;;30;;1;;0;;M;;10M
ABESTALHADOS 2;;B2200124400000;;BRASIL;;14;;2004;;6;;38;;2;;0;;M;;90M
ABIGAIL E A CIDADE PROIBIDA;;E1900348700000;;OUTROS;;27;;66775;;4,8;;4503;;1;;0;;M;;11M
ABOMINÁVEL;;E1900349400000;;OUTROS;;149;;1028836;;7;;42318;;1;;1;;M;;01F
ABRINDO O ARMÁRIO;;B1700362500000;;BRASIL;;68;;1641;;6,9;;21;;2;;0;;M;;10M
ACAMPAMENTO INTERGALÁCTICO;;B2200251100000;;BRASIL;;39;;29164;;5,9;;15;;1;;0;;M;;30M
ACERTANDO O PASSO;;E1800090900000;;OUTROS;;72;;22073;;6,7;;7208;;1;;0;;M;;20M
ACIMA DAS NUVENS;;E1402767400000;;OUTROS;;84;;45945;;6,7;;31139;;1;;0;;M;;10M
ACONTECEU EM SAINT-TROPEZ;;E1500842900000;;OUTROS;;5;;43;;5,4;;1139;;0;;1;;F;;11M
ACOSSADO;;E1500675600000;;OUTROS;;1;;29;;7,7;;87719;;1;;0;;M;;30M
ACOSSADO;;E1500675600000;;OUTROS;;74;;4540;;7,7;;87719;;1;;0;;M;;30M
ACQUA MOVIE;;B2000096500000;;BRASIL;;56;;1209;;6,6;;61;;1;;0;;M;;30M
ACRIMÔNIA - ELA QUER VINGANÇA;;E1800319500000;;ESTADOS UNIDOS;;14;;3159;;5,9;;9985;;1;;0;;M;;10M
AD ASTRA;;E1900252000000;;BRASIL;;57;;360572;;6,5;;259809;;1;;0;;M;;20M
ADAM;;E1900498900000;;OUTROS;;81;;16291;;7,2;;1856;;0;;1;;F;;01F
ADAM;;E1900498900000;;OUTROS;;64;;4765;;4,2;;1703;;1;;0;;M;;01F
ADAM;;E1900498900000;;OUTROS;;64;;4765;;7,2;;1856;;0;;1;;F;;01F
ADAM;;E1900498900000;;OUTROS;;81;;16291;;4,2;;1703;;1;;0;;M;;01F
ADÃO NEGRO;;E2200308100000;;ESTADOS UNIDOS;;80;;4271092;;6,2;;272733;;0;;1;;F;;44M
ADEMÃ - A VIDA E AS NOTAS DE IBRAHIM SUED;;B2200398000000;;BRASIL;;7;;51;;7,4;;9;;2;;0;;M;;10M
ADEUS À LINGUAGEM;;E1402548600000;;OUTROS;;126;;27392;;5,8;;6293;;1;;0;;M;;10M
ADEUS À LINGUAGEM;;E1402548600000;;OUTROS;;4;;330;;5,8;;6293;;1;;0;;M;;10M
ADEUS, IDIOTAS;;E2200065600000;;OUTROS;;35;;1630;;6,7;;6778;;1;;0;;M;;21M
ADONIRAN, MEU NOME É JOÃO RUBINATO;;B1900262200000;;BRASIL;;57;;7389;;7,2;;67;;1;;0;;M;;10M
ADORÁVEIS MULHERES;;E1900512400000;;ESTADOS UNIDOS;;84;;351843;;7,8;;244007;;0;;1;;F;;02F
AFIRE;;E2300439100000;;OUTROS;;64;;6917;;7,2;;6946;;1;;0;;M;;10M
AFTER;;E1900076500000;;ESTADOS UNIDOS;;12;;263616;;5,3;;65363;;1;;0;;M;;23F
AFTER - DEPOIS DA PROMESSA;;E2200149900000;;ESTADOS UNIDOS;;21;;164755;;4,6;;11031;;0;;1;;F;;02F
AFTER DEPOIS DO DESENCONTRO;;E2100295400000;;ESTADOS UNIDOS;;25;;171160;;4,7;;19979;;0;;1;;F;;02F
AFTER PARA SEMPRE;;E2300149400000;;ESTADOS UNIDOS;;19;;89956;;4,7;;7018;;0;;1;;F;;02F
AFTERIMAGE;;E1700055900000;;OUTROS;;80;;8762;;7;;3328;;1;;0;;M;;20M
AFTERIMAGE;;E1700055900000;;OUTROS;;6;;32;;7;;3328;;1;;0;;M;;20M
AFTERSUN;;E2200401200000;;ESTADOS UNIDOS;;163;;75802;;5,8;;31;;1;;0;;M;;10M
AFTERSUN;;E2200401200000;;ESTADOS UNIDOS;;163;;75802;;7,6;;92177;;0;;1;;F;;01F
AGENTE DAS SOMBRAS;;E2200016300000;;OUTROS;;30;;79336;;4,8;;24228;;1;;0;;M;;30M
AGENTES SELVAGENS;;E2000250100000;;OUTROS;;42;;6252;;5,5;;1091;;0;;2;;F;;21M
AGNUS DEI;;E1600362200000;;OUTROS;;1;;40;;7,3;;11578;;0;;1;;F;;23F
AGNUS DEI;;E1600362200000;;OUTROS;;116;;46969;;7,3;;11578;;0;;1;;F;;23F
ÁGUAS RASAS;;E1500750900000;;ESTADOS UNIDOS;;49;;393092;;6,3;;143066;;0;;1;;F;;10M
ÁGUAS SELVAGENS;;B1900245500000;;OUTROS;;19;;1037;;0;;0;;0;;1;;F;;00M
AI WEIWEI: SEM PERDÃO;;E1600140400000;;ESTADOS UNIDOS;;49;;638;;7,5;;4522;;1;;0;;M;;20M
AINDA HÁ TEMPO;;E2100490100000;;OUTROS;;14;;369;;6,5;;6952;;1;;0;;M;;10M
AINDA TEMOS A IMENSIDÃO DA NOITE;;B1900027100000;;BRASIL;;29;;915;;6,4;;109;;1;;0;;M;;22M
AIR: A HISTÓRIA POR TRÁS DO LOGO;;E2300057500000;;ESTADOS UNIDOS;;64;;184999;;7,4;;165944;;1;;0;;M;;10M
AJUSTE DE CONTAS;;E1600132900000;;ESTADOS UNIDOS;;49;;112206;;6,4;;62808;;0;;1;;F;;02F
ALABAMA MONROE;;E1402552700000;;OUTROS;;237;;24774;;7,7;;43256;;0;;1;;F;;23F
ALADDIN;;E1900188100000;;ESTADOS UNIDOS;;227;;4792755;;6,9;;289291;;1;;0;;M;;20M
ALBATROZ;;B1900019800000;;BRASIL;;40;;6387;;5,3;;147;;1;;0;;M;;21M
ÁLBUM DE FAMÍLIA;;E1500411400000;;ESTADOS UNIDOS;;99;;269237;;7,2;;95194;;1;;0;;M;;10M
ALDEIA NATAL;;B2100306300000;;BRASIL;;28;;1188;;0;;0;;1;;0;;M;;00M
ALDEOTAS;;B2200023200000;;BRASIL;;24;;999;;7,7;;6;;1;;0;;M;;10M
ALELUIA, O CANTO INFINITO DO TINCOÃ;;B2000130700000;;BRASIL;;37;;318;;7,1;;8;;1;;0;;M;;10M
ALÉM DA ESTRADA;;B1001308900000;;BRASIL;;32;;191;;6,8;;238;;1;;0;;M;;20M
ALÉM DA FRONTEIRA;;E1500523700000;;ESTADOS UNIDOS;;99;;4006;;7,5;;9208;;1;;0;;M;;20M
ALÉM DA ILUSÃO;;E1700173300000;;OUTROS;;80;;12672;;4,6;;3750;;0;;1;;F;;11M
ALÉM DA MORTE;;E1700364000000;;ESTADOS UNIDOS;;48;;241686;;5,2;;50861;;1;;0;;M;;20M
ALÉM DAS MONTANHAS;;E2100005100000;;ESTADOS UNIDOS;;26;;42;;5,7;;11956;;1;;0;;M;;10M
ALÉM DAS PALAVRAS;;E1700072700000;;OUTROS;;81;;25500;;6,5;;6295;;1;;0;;M;;10M
ALÉM DE NÓS;;B2200146300000;;BRASIL;;20;;403;;5,3;;100;;1;;0;;M;;21M
ALEMÃO 2;;B2200048000000;;BRASIL;;38;;39952;;6,2;;130;;1;;0;;M;;21M
ALERTA VERMELHO;;E2100448800000;;ESTADOS UNIDOS;;18;;27629;;6,3;;316507;;1;;0;;M;;10M
ALEX CAMERA 10;;B1700332800000;;BRASIL;;8;;358;;6,3;;17;;1;;0;;M;;10M
ALFA;;E1800037600000;;ESTADOS UNIDOS;;57;;507000;;6,6;;66372;;0;;1;;F;;11M
ALGO DE NOVO;;E1700503800000;;OUTROS;;41;;3557;;5,7;;694;;0;;1;;F;;03F
ALGUÉM COMO EU;;B1800130000000;;OUTROS;;52;;28531;;4,5;;227;;0;;1;;F;;12F
ALGUÉM QUALQUER;;B1301944100000;;BRASIL;;25;;568;;5,9;;81;;1;;0;;M;;10M
ALGUM LUGAR ESPECIAL;;E2100216600000;;OUTROS;;39;;326;;7,4;;6332;;1;;0;;M;;10M
ALGUMA COISA ASSIM;;B1700548300000;;OUTROS;;78;;5852;;6,4;;146;;4;;4;;M;;44M
ALIADOS;;E1600699500000;;ESTADOS UNIDOS;;56;;388488;;7,1;;169220;;1;;0;;M;;10M
ALIANÇA DO CRIME;;E1500584000000;;ESTADOS UNIDOS;;38;;216907;;6,9;;192028;;1;;0;;M;;31M
ALICE ATRAVÉS DO ESPELHO;;E1600259100000;;ESTADOS UNIDOS;;85;;2219771;;6,2;;121784;;1;;0;;M;;11M
ALICE DOS ANJOS;;B2200149500000;;BRASIL;;4;;16;;5,6;;95;;1;;0;;M;;20M
ALICE E O PREFEITO;;E2100068100000;;OUTROS;;96;;1884;;6,4;;2673;;1;;0;;M;;10M
ALICE E PETER: ONDE NASCEM OS SONHOS;;E2000503200000;;ESTADOS UNIDOS;;28;;27629;;5,7;;5705;;0;;1;;F;;01F
ALICE JÚNIOR;;B2000154900000;;BRASIL;;12;;97;;6,9;;638;;1;;0;;M;;20M
ALICE NO MUNDO DA INTERNET;;B2200309700000;;BRASIL;;3;;13;;5,6;;41;;1;;0;;M;;30M
ALINE A VOZ DO AMOR;;E2200178000000;;OUTROS;;45;;2365;;0;;0;;1;;0;;M;;11M
ALINE A VOZ DO AMOR;;E2200178000000;;OUTROS;;45;;2365;;6,3;;3356;;0;;1;;F;;02F
ALITA: ANJO DE COMBATE;;E1800002600000;;OUTROS;;55;;1028151;;7,3;;292760;;1;;0;;M;;21M
ALLEGRO;;E1600550200000;;OUTROS;;8;;284;;6,5;;1985;;1;;0;;M;;20M
ALMA IMORAL;;B1900314100000;;BRASIL;;73;;3143;;0;;0;;0;;1;;F;;11M
ALMA VIVA;;E2300249500000;;OUTROS;;48;;1902;;6,7;;460;;0;;1;;F;;11M
ALMAS SILENCIOSAS;;E1600161000000;;OUTROS;;8;;161;;6,6;;2445;;1;;0;;M;;20M
ALTAS EXPECTATIVAS;;B1700162000000;;BRASIL;;23;;6694;;6,1;;112;;2;;0;;M;;31M
ALUCINADOS;;B1001197000000;;BRASIL;;7;;115;;4,8;;84;;0;;1;;F;;01F
ALVA;;E2000026100000;;OUTROS;;7;;21;;5,3;;45;;1;;0;;M;;00M
ALVIN E OS ESQUILOS 3;;E1500852700000;;ESTADOS UNIDOS;;19;;1751;;4,4;;39394;;1;;0;;M;;31M
ALVIN E OS ESQUILOS: NA ESTRADA;;E1500813800000;;ESTADOS UNIDOS;;96;;3418267;;4,9;;22459;;1;;0;;M;;22M
AMANDA;;E1800494300000;;OUTROS;;94;;13131;;7;;3481;;1;;0;;M;;11M
AMANDA;;E1800494300000;;OUTROS;;4;;33;;7;;3481;;1;;0;;M;;11M
AMANHÃ CHEGOU;;B1800470600000;;BRASIL;;37;;709;;0;;0;;1;;0;;M;;20M
AMANTE A DOMICÍLIO;;E1500046300000;;ESTADOS UNIDOS;;149;;229073;;6,2;;25449;;1;;0;;M;;10M
AMANTE POR UM DIA;;E1800081500000;;OUTROS;;54;;11284;;6,6;;2460;;1;;0;;M;;22M
AMANTES ETERNOS;;E1402445100000;;ESTADOS UNIDOS;;56;;15750;;7,2;;107927;;1;;0;;M;;11M
AMAR, BEBER E CANTAR;;E1500565800000;;OUTROS;;182;;42384;;6;;1366;;0;;1;;F;;31M
AMARRAÇÃO DO AMOR;;B2000454300000;;BRASIL;;20;;25802;;6,4;;129;;0;;1;;F;;12F
AMA-SAN;;E1900000900000;;OUTROS;;56;;1717;;6,9;;201;;1;;0;;M;;10M
AMAZÔNIA GROOVE;;B1800459400000;;BRASIL;;28;;1483;;6,9;;68;;1;;0;;M;;20M
AMAZÔNIA, O DESPERTAR DA FLORESTANIA;;B1800598100000;;BRASIL;;47;;3843;;5,3;;19;;1;;1;;M;;11M
AMBIENTE FAMILIAR;;B1900347600000;;BRASIL;;24;;728;;5,8;;16;;1;;0;;M;;10M
AMBULÂNCIA: UM DIA DE CRIME;;E2200025700000;;ESTADOS UNIDOS;;38;;151129;;6,1;;97370;;1;;0;;M;;21M
AMERICAN ULTRA;;E1500617000000;;ESTADOS UNIDOS;;21;;10993;;6,1;;95779;;0;;1;;F;;01F
AMIGAS DE SORTE;;B1900594800000;;BRASIL;;7;;415;;5,9;;37;;1;;0;;M;;21M
AMIGO ARRIGO;;B2000163700000;;BRASIL;;6;;21;;6,3;;7;;2;;0;;M;;01F
AMIGO SECRETO;;B2200201200000;;OUTROS;;59;;12155;;7,2;;105;;0;;9;;F;;09F
AMIGOS DE RISCO;;B1201566500000;;BRASIL;;13;;596;;7,1;;22;;1;;0;;M;;10M
AMIGOS PARA SEMPRE;;E1800567400000;;ESTADOS UNIDOS;;28;;19084;;7;;63334;;1;;0;;M;;21M
AMIRA;;E2200307400000;;OUTROS;;62;;1318;;3,9;;8026;;1;;0;;M;;30M
AMIZADE MALDITA;;E2000229400000;;OUTROS;;71;;32147;;5,5;;6251;;1;;0;;M;;11M
AMIZADE MALDITA;;E2000229400000;;OUTROS;;71;;32147;;0;;0;;1;;0;;M;;10M
AMIZADE MALDITA;;E2000229400000;;OUTROS;;29;;137482;;5,5;;6251;;1;;0;;M;;11M
AMIZADE MALDITA;;E2000229400000;;OUTROS;;29;;137482;;0;;0;;1;;0;;M;;10M
AMNÉSIA;;E1600385800000;;OUTROS;;2;;87;;6,1;;1203;;1;;0;;M;;22M
AMNÉSIA;;E1600385800000;;OUTROS;;2;;87;;0;;0;;1;;0;;M;;00M
AMNÉSIA;;E1600385800000;;OUTROS;;48;;9730;;6,1;;1203;;1;;0;;M;;22M
AMNÉSIA;;E1600385800000;;OUTROS;;48;;9730;;0;;0;;1;;0;;M;;00M
